RowNumber,CustomerId,Name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7150,15699340,Nitin Rao,680,France,Male,37,4,0.0,2,1,0,61240.87,0
7151,15691150,Vikram Chopra,699,France,Female,32,4,110559.46,1,1,1,127429.56,0
7152,15608688,Sanjay Chopra,442,France,Male,34,4,0.0,2,1,0,68343.08,0
7153,15737998,Neha Das,529,France,Male,46,8,0.0,1,0,0,126511.94,1
7154,15735837,Maharaj Mishra,574,Spain,Male,36,3,0.0,2,1,1,8559.66,0
7155,15659100,Meena Thakur,605,France,Male,33,9,128152.82,1,0,0,147822.81,0
7156,15609070,Rohit Menon,515,Germany,Male,45,7,120961.5,3,1,1,39288.11,1
7157,15650313,Sunita Chopra,632,Germany,Male,65,6,129472.33,1,1,1,85179.48,0
7158,15627699,Anurag Menon,558,France,Male,32,10,105000.23,1,1,0,190019.61,0
7159,15591010,Suresh Pandey,434,Germany,Male,55,8,109339.17,2,1,0,96405.88,1
7160,15798895,Maharaj Gupta,525,France,Female,59,6,55328.4,1,1,0,83342.73,1
7161,15745375,Nitin Bose,640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0
7162,15775235,Harish Thakur,690,France,Female,36,6,110480.48,1,0,0,81292.33,0
7163,15780088,Meena Patel,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0
7164,15649379,Kavita Gupta,850,France,Female,46,3,0.0,2,1,1,187980.21,0
7165,15713983,Amit Bajpai,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
7166,15709252,Vikram Verma,616,Germany,Female,28,10,105173.99,1,0,1,29835.37,1
7167,15699238,Amit Nair,618,Spain,Female,40,8,0.0,2,1,0,80204.38,0
7168,15732884,Pooja Joshi,676,France,Male,29,7,131959.86,1,0,0,189268.81,0
7169,15587297,Kavita Reddy,507,France,Male,33,7,0.0,2,1,1,85411.01,0
7170,15684722,Rahul Chopra,490,France,Male,34,5,122952.9,2,0,0,154360.97,0
7171,15621244,Nitin Das,678,France,Male,36,0,107379.68,1,1,1,84460.18,0
7172,15744273,Shiva Bose,637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0
7173,15682540,Pooja Das,602,France,Female,33,8,0.0,2,1,1,112928.74,0
7174,15636521,Vikram Das,744,Spain,Female,30,1,124037.28,1,1,1,142210.94,0
7175,15785339,Kavita Joshi,640,France,Female,50,9,117565.03,2,0,0,82559.77,0
7176,15638983,Deepak Gupta,684,France,Female,38,5,133189.4,1,0,0,127388.06,0
7177,15654625,Amit Iyer,495,Germany,Male,39,8,120252.02,2,1,1,10160.23,0
7178,15697310,Rahul Kumar,559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0
7179,15678210,Neha Joshi,684,France,Male,38,5,105069.98,2,1,1,198355.28,0
7180,15575438,Priya Chopra,613,France,Male,42,7,115076.06,1,1,1,79323.61,0
7181,15632789,Amit Verma,794,France,Male,30,8,0.0,2,1,1,24113.91,0
7182,15621423,Anjali Reddy,736,France,Female,42,7,117280.23,3,0,0,41921.06,1
7183,15573520,Amit Bajpai,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0
7184,15740458,Maharaj Reddy,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0
7185,15762799,Sunita Pandey,720,Germany,Male,23,0,187861.18,2,1,1,104120.17,0
7186,15686885,Nitin Rao,777,Germany,Male,44,3,124655.59,2,0,1,79792.3,0
7187,15565996,Suresh Menon,653,France,Male,44,8,0.0,2,1,1,154639.72,0
7188,15662152,Priya Rao,552,France,Female,38,9,134105.01,1,0,0,57850.1,0
7189,15711742,Vikram Patel,708,France,Female,34,4,0.0,1,1,1,62868.33,0
7190,15701885,Sanjay Reddy,647,France,Female,40,9,0.0,2,0,1,92357.21,0
7191,15774262,Ramesh Kumar,597,Germany,Male,52,8,83693.34,2,1,1,161083.53,0
7192,15567839,Sanjay Patel,501,France,Male,42,9,114631.23,1,0,1,91429.74,0
7193,15644400,Sunita Patel,709,France,Male,44,9,128601.98,1,1,0,117031.2,0
7194,15797246,Maharaj Das,621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0
7195,15778290,Amit Bose,799,France,Male,70,8,70416.75,1,1,1,36483.52,0
7196,15708714,Neha Rao,675,France,Female,33,6,0.0,2,1,0,34045.61,0
7197,15586183,Neha Singh,561,France,Female,35,5,0.0,2,1,0,59981.62,0
7198,15761733,Vikram Mishra,707,France,Female,42,10,0.0,2,1,1,152944.39,0
7199,15773934,Neha Mehta,670,France,Male,33,6,88294.6,1,1,0,66979.06,0
7200,15705343,Sunita Chopra,649,Spain,Female,32,7,0.0,1,1,0,28797.32,0
7201,15593959,Pooja Gupta,524,France,Male,28,1,93577.3,1,1,1,51670.82,0
7202,15664615,Anurag Bose,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1
7203,15671014,Harish Mishra,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0
7204,15657778,Neha Singh,657,France,Male,33,1,84309.57,2,0,0,103914.4,0
7205,15585192,Sanjay Singh,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0
7206,15592914,Deepak Rao,683,France,Female,29,9,0.0,2,1,1,48849.89,0
7207,15770995,Sunita Nair,753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0
7208,15570990,Priya Verma,520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0
7209,15596165,Priya Thakur,547,Germany,Male,25,4,98141.57,2,1,1,52309.8,0
7210,15788131,Nitin Pandey,653,France,Male,47,6,0.0,1,1,0,50695.93,1
7211,15800773,Meena Chopra,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0
7212,15690153,Shiva Rao,639,France,Female,37,4,116121.84,2,0,1,181850.74,0
7213,15638989,Maharaj Menon,711,France,Female,25,5,190066.54,1,0,0,51345.39,1
7214,15623210,Harish Rao,484,Germany,Female,55,8,149349.58,3,0,0,137519.92,1
7215,15652658,Suresh Gupta,721,France,Male,36,1,155176.83,2,1,1,49653.37,0
7216,15684440,Maharaj Mishra,548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0
7217,15730287,Priya Pandey,679,France,Male,41,8,147726.98,3,1,0,172749.4,1
7218,15720353,Anurag Patel,553,France,Male,41,1,0.0,2,1,0,90607.31,0
7219,15767231,Harish Singh,757,France,Male,36,7,144852.06,1,0,0,130861.95,0
7220,15761554,Deepak Verma,581,France,Male,54,4,89299.81,1,0,0,5558.47,1
7221,15706637,Rahul Menon,718,Spain,Male,40,9,0.0,2,0,0,121537.91,0
7222,15690492,Pooja Rao,625,France,Male,41,6,97663.16,2,1,0,57128.78,0
7223,15694237,Sunita Iyer,744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0
7224,15729771,Amit Mishra,799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1
7225,15609823,Pooja Patel,751,Spain,Female,34,8,127095.14,2,0,0,479.54,0
7226,15793366,Kavita Das,781,Germany,Male,35,7,92526.15,2,1,1,173837.54,0
7227,15614813,Pooja Chopra,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0
7228,15566495,Nitin Sharma,704,Spain,Female,24,2,0.0,1,1,0,35600.25,1
7229,15707602,Vikram Patel,539,France,Female,47,2,127286.04,2,1,1,166929.43,1
7230,15635244,Anurag Gupta,716,France,Female,29,6,0.0,2,1,1,98998.61,0
7231,15805627,Suresh Bajpai,670,France,Male,37,2,0.0,2,1,1,54229.74,0
7232,15607986,Harish Menon,555,France,Male,40,10,139930.18,1,1,1,105720.09,0
7233,15799785,Shiva Mishra,679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0
7234,15699963,Sunita Menon,571,France,Male,38,1,121405.04,1,1,1,154844.22,0
7235,15624595,Kavita Singh,512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0
7236,15629750,Meena Verma,697,France,Male,35,5,133087.76,1,1,0,64771.61,0
7237,15651460,Priya Mehta,424,Spain,Male,34,7,0.0,1,1,1,16250.61,0
7238,15753550,Priya Bajpai,684,France,Female,43,7,0.0,2,1,0,131093.99,0
7239,15594133,Amit Mehta,697,Spain,Male,62,7,0.0,1,1,0,129188.18,1
7240,15772329,Anjali Gupta,580,Germany,Male,45,8,103741.14,1,1,0,47428.73,1
7241,15591552,Priya Bose,600,France,Female,32,7,98877.95,1,1,0,132973.21,0
7242,15750921,Sunita Nair,521,France,Male,37,5,105843.26,2,1,1,84908.2,0
7243,15701687,Harish Rao,664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1
7244,15728906,Shiva Mehta,634,France,Male,77,5,0.0,2,1,1,161579.85,0
7245,15670029,Sanjay Sharma,445,France,Female,33,7,0.0,2,1,0,122625.68,0
7246,15763579,Maharaj Iyer,702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0
7247,15728010,Deepak Iyer,485,France,Male,37,5,0.0,2,0,1,170226.47,0
7248,15663194,Kavita Verma,582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1
7249,15736510,Rahul Joshi,605,Spain,Female,57,2,0.0,3,1,0,66652.75,1
7250,15745804,Kavita Reddy,628,France,Male,25,7,0.0,2,1,1,195977.75,0
7251,15631451,Harish Thakur,604,Spain,Female,28,6,0.0,2,1,1,69056.26,0
7252,15746995,Harish Sharma,724,Germany,Male,31,9,138166.3,1,1,0,12920.43,0
7253,15730673,Rohit Kumar,567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0
7254,15734649,Ramesh Das,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1
7255,15701081,Vikram Singh,785,France,Male,36,2,0.0,1,0,1,61811.1,0
7256,15632503,Neha Patel,563,France,Female,32,0,148326.09,1,1,0,191604.27,1
7257,15585928,Anjali Patel,821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0
7258,15648681,Kavita Gupta,747,France,Female,47,5,139914.6,4,0,1,129964.56,1
7259,15747757,Rohit Rao,600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1
7260,15718921,Harish Gupta,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
7261,15571081,Pooja Sharma,773,France,Female,41,7,190238.93,1,1,1,57549.65,0
7262,15734578,Priya Chopra,726,France,Female,53,1,113537.73,1,0,1,28367.21,0
7263,15579583,Amit Gupta,641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0
7264,15622729,Vikram Rao,649,France,Female,46,2,0.0,2,1,1,66602.7,0
7265,15662189,Sanjay Joshi,434,Spain,Male,33,3,0.0,1,1,1,2739.71,0
7266,15692718,Rohit Reddy,738,France,Female,38,7,0.0,2,0,0,69227.42,0
7267,15762716,Vikram Gupta,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1
7268,15724851,Nitin Kumar,507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0
7269,15587266,Rohit Pandey,606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0
7270,15675926,Maharaj Chopra,655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1
7271,15706268,Nitin Reddy,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0
7272,15581871,Deepak Nair,504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0
7273,15666166,Nitin Patel,653,France,Female,74,0,121276.32,1,1,1,160348.31,0
7274,15671582,Maharaj Chopra,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0
7275,15680901,Anjali Chopra,652,France,Female,34,6,97435.85,2,1,1,104331.76,0
7276,15642336,Rohit Bose,669,France,Female,42,9,0.0,2,0,0,135630.32,0
7277,15653147,Kavita Das,594,France,Male,35,2,133853.27,1,1,1,65361.66,0
7278,15571284,Anurag Das,756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0
7279,15591360,Shiva Iyer,642,France,Female,33,4,84607.34,2,0,1,60059.47,0
7280,15810485,Shiva Rao,486,Germany,Male,37,1,101438.0,1,0,0,51364.56,0
7281,15611973,Sanjay Bajpai,804,France,Male,55,7,0.0,2,1,1,118752.6,0
7282,15735572,Rohit Bajpai,629,France,Male,59,9,113657.83,1,1,1,116848.79,1
7283,15567860,Sanjay Chopra,581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1
7284,15795690,Maharaj Mehta,667,France,Male,31,3,99513.91,1,1,1,189657.26,0
7285,15706464,Suresh Reddy,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0
7286,15725028,Deepak Pandey,679,France,Male,29,3,0.0,2,1,1,63687.06,0
7287,15751167,Rohit Pandey,680,France,Female,43,4,0.0,2,1,1,58761.33,0
7288,15633944,Meena Mehta,644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0
7289,15672637,Vikram Nair,571,France,Female,30,4,85755.86,1,1,0,145115.95,0
7290,15680895,Priya Chopra,627,Spain,Female,35,7,0.0,1,1,0,187718.26,0
7291,15793825,Meena Thakur,536,France,Male,39,4,0.0,2,1,0,27150.35,0
7292,15611318,Neha Bajpai,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1
7293,15768474,Sunita Thakur,744,Spain,Male,34,3,0.0,2,1,0,27244.35,0
7294,15716276,Neha Iyer,709,France,Female,34,2,111669.68,1,1,0,57029.66,0
7295,15623668,Anjali Sharma,653,Germany,Male,31,2,154741.45,2,0,0,25183.01,0
7296,15696361,Deepak Sharma,648,Germany,Male,31,7,125681.51,1,0,1,129980.93,0
7297,15607988,Pooja Mishra,663,Germany,Female,37,8,155303.71,1,1,0,118716.63,0
7298,15637891,Anjali Mehta,613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0
7299,15789865,Pooja Chopra,620,France,Male,28,9,71902.52,1,0,1,190208.23,0
7300,15627190,Shiva Verma,661,France,Male,51,6,146606.6,1,1,1,68021.9,0
7301,15788224,Anjali Patel,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0
7302,15702149,Maharaj Pandey,767,Germany,Female,33,1,144753.21,1,1,1,132480.75,0
7303,15708236,Amit Bajpai,491,France,Female,72,6,91285.22,1,1,1,7032.95,0
7304,15568469,Suresh Sharma,653,France,Male,43,0,0.0,2,1,0,27862.58,0
7305,15764444,Anjali Singh,679,Germany,Male,58,8,125850.53,2,1,1,87008.17,0
7306,15794204,Priya Joshi,687,France,Male,28,7,108116.66,1,1,1,27411.19,0
7307,15807546,Ramesh Reddy,837,France,Female,38,2,0.0,2,1,1,46395.21,0
7308,15782159,Vikram Bajpai,850,France,Male,28,8,67639.56,2,1,1,194245.29,0
7309,15618703,Amit Das,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1
7310,15793317,Maharaj Joshi,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0
7311,15740487,Anjali Mishra,627,France,Female,41,6,0.0,3,1,1,138700.75,1
7312,15722479,Meena Reddy,707,France,Male,37,1,0.0,2,0,1,6035.51,0
7313,15688264,Maharaj Patel,629,France,Female,43,0,0.0,2,1,1,41263.69,0
7314,15583067,Shiva Sharma,687,France,Female,36,4,97157.96,1,0,1,63185.05,0
7315,15686670,Ramesh Bose,588,France,Female,36,2,0.0,2,1,0,92536.0,1
7316,15593345,Pooja Joshi,502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0
7317,15811690,Shiva Rao,793,Germany,Male,54,2,128966.13,1,0,0,18633.4,1
7318,15734008,Maharaj Kumar,727,Germany,Male,59,5,152581.06,1,1,0,71830.1,1
7319,15771856,Maharaj Bose,632,Spain,Female,32,1,0.0,2,1,0,19525.65,0
7320,15762045,Rohit Bajpai,474,Germany,Female,37,5,142688.57,2,1,1,110953.33,0
7321,15778142,Ramesh Mishra,850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0
7322,15689268,Maharaj Verma,584,France,Male,36,9,0.0,1,1,1,105818.51,0
7323,15721507,Anurag Mehta,713,France,Female,32,1,117094.02,1,0,0,149558.83,1
7324,15750476,Vikram Mishra,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0
7325,15810723,Kavita Singh,607,France,Female,39,10,0.0,3,1,0,132741.13,1
7326,15787229,Anjali Pandey,761,Spain,Female,34,2,0.0,2,1,0,61251.25,0
7327,15570508,Ramesh Mishra,600,France,Male,49,7,90218.9,1,1,0,91347.76,0
7328,15617065,Deepak Sharma,650,Spain,Male,42,4,194532.66,1,1,0,171045.31,1
7329,15689786,Harish Joshi,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1
7330,15648876,Suresh Rao,501,France,Female,34,5,0.0,1,1,0,27380.99,0
7331,15802106,Sunita Patel,418,France,Male,34,8,155973.88,1,1,0,154208.96,0
7332,15773869,Priya Sharma,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0
7333,15711635,Suresh Rao,788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0
7334,15795527,Meena Joshi,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0
7335,15759133,Anurag Mishra,616,France,Male,18,6,0.0,2,1,1,27308.58,0
7336,15679394,Anjali Chopra,651,France,Female,41,4,38617.2,1,1,1,104876.8,0
7337,15801072,Suresh Nair,654,France,Female,28,7,0.0,2,1,0,151316.37,0
7338,15646082,Suresh Patel,676,France,Female,34,8,82909.14,1,1,0,91817.38,1
7339,15796111,Kavita Singh,708,Germany,Female,54,8,145151.4,1,0,1,125311.17,1
7340,15670646,Sanjay Nair,499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1
7341,15578722,Priya Rao,689,France,Male,39,4,0.0,2,1,0,196112.45,0
7342,15815095,Neha Nair,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1
7343,15730360,Deepak Reddy,502,France,Male,30,4,0.0,2,1,1,66263.87,0
7344,15763194,Suresh Bajpai,643,France,Male,34,7,0.0,2,0,1,100304.13,0
7345,15720725,Maharaj Chopra,762,France,Male,28,2,0.0,2,1,0,167909.52,0
7346,15567834,Pooja Reddy,719,France,Male,49,5,105918.1,1,1,1,16246.59,0
7347,15720644,Nitin Verma,789,France,Male,27,6,0.0,2,1,0,103603.65,0
7348,15811742,Anjali Sharma,553,Spain,Male,42,7,0.0,2,1,0,7680.23,0
7349,15813363,Amit Bose,448,Spain,Male,25,2,0.0,2,0,0,95215.73,0
7350,15717629,Shiva Rao,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0
7351,15713160,Deepak Reddy,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
7352,15568878,Rahul Chopra,654,Spain,Male,34,5,0.0,2,1,0,159311.46,0
7353,15809800,Maharaj Reddy,726,France,Female,38,4,0.0,2,0,0,6787.48,0
7354,15736420,Suresh Thakur,596,France,Male,21,4,210433.08,2,0,1,197297.77,1
7355,15757933,Vikram Iyer,733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0
7356,15623072,Anjali Joshi,529,Spain,Female,35,5,0.0,2,1,0,56518.0,0
7357,15683993,Deepak Mishra,493,France,Female,37,8,142987.46,2,1,0,158840.99,0
7358,15570947,Kavita Gupta,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0
7359,15797767,Sunita Singh,600,France,Female,49,6,0.0,1,0,1,148087.88,1
7360,15731989,Nitin Chopra,666,France,Male,36,4,120165.4,2,1,0,33701.5,0
7361,15591035,Suresh Mishra,644,Spain,Male,54,6,0.0,1,0,1,84622.37,0
7362,15586479,Kavita Verma,692,France,Female,36,4,0.0,1,1,0,185580.89,1
7363,15605872,Harish Chopra,707,France,Male,73,6,66573.17,1,1,1,62768.8,0
7364,15666012,Kavita Das,603,France,Male,40,4,102833.46,2,1,1,38829.11,0
7365,15641733,Nitin Reddy,671,France,Female,34,5,164757.56,1,1,0,110748.88,0
7366,15593178,Harish Menon,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1
7367,15649183,Suresh Mishra,598,Spain,Female,35,8,0.0,3,0,1,88658.73,0
7368,15736399,Amit Das,606,Spain,Male,42,10,0.0,2,1,0,177938.52,0
7369,15751137,Sunita Pandey,850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0
7370,15757188,Amit Bajpai,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0
7371,15726167,Sunita Chopra,655,France,Male,37,4,0.0,2,1,1,142415.97,0
7372,15624850,Ramesh Gupta,850,France,Male,30,10,153972.89,2,1,0,62811.03,0
7373,15717700,Ramesh Patel,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0
7374,15716347,Harish Menon,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0
7375,15696287,Harish Thakur,682,Germany,Female,38,1,116520.28,1,1,1,49833.5,1
7376,15638871,Maharaj Verma,639,France,Male,77,6,80926.02,2,1,1,55829.25,0
7377,15765093,Sunita Verma,704,France,Male,23,6,166594.78,1,1,1,155823.2,0
7378,15592999,Rohit Chopra,691,France,Female,40,0,115465.98,1,1,1,60622.61,0
7379,15641715,Ramesh Bose,599,France,Male,34,8,0.0,2,1,1,174196.68,0
7380,15607746,Sunita Nair,573,France,Female,36,1,0.0,1,1,1,56905.38,0
7381,15625311,Ramesh Mehta,589,Germany,Female,41,7,92618.62,1,1,1,101178.85,0
7382,15573077,Rohit Bose,620,Germany,Female,25,8,141825.88,1,1,1,73857.94,1
7383,15735106,Suresh Joshi,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0
7384,15672912,Kavita Chopra,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1
7385,15589881,Rohit Sharma,634,France,Female,41,7,0.0,2,1,1,131284.93,0
7386,15660144,Kavita Mehta,660,France,Male,38,4,0.0,2,0,0,88080.43,0
7387,15664083,Amit Rao,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0
7388,15690898,Suresh Mehta,696,France,Male,44,8,161889.79,1,0,0,75562.47,0
7389,15808023,Amit Gupta,836,France,Female,29,9,133681.78,1,1,1,153747.73,0
7390,15676909,Priya Pandey,667,Spain,Female,34,5,0.0,2,1,0,163830.64,0
7391,15764922,Rahul Das,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0
7392,15766734,Amit Chopra,430,France,Male,31,5,0.0,1,1,0,95655.16,0
7393,15795079,Rohit Iyer,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
7394,15757434,Ramesh Pandey,599,France,Male,28,7,119706.22,1,0,0,31190.42,0
7395,15673747,Meena Joshi,519,France,Female,22,8,0.0,1,0,1,167553.06,0
7396,15808386,Kavita Singh,721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1
7397,15603565,Harish Das,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1
7398,15744044,Rohit Patel,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1
7399,15577771,Amit Sharma,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1
7400,15769548,Nitin Chopra,668,France,Female,37,7,128645.67,1,1,0,92149.64,0
7401,15802071,Sunita Sharma,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1
7402,15677395,Priya Das,633,France,Female,39,9,129189.15,2,0,0,170998.83,0
7403,15632010,Sunita Thakur,647,Spain,Male,33,7,121260.19,2,1,0,77216.48,0
7404,15779492,Suresh Joshi,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1
7405,15694677,Nitin Reddy,733,France,Male,39,1,0.0,2,1,1,141841.31,0
7406,15704315,Anjali Mishra,556,France,Male,34,8,163757.06,1,1,1,104000.06,0
7407,15742009,Rohit Bose,489,Spain,Male,58,4,0.0,2,1,1,191419.32,0
7408,15766663,Rahul Das,639,France,Male,22,4,0.0,2,1,0,28188.96,0
7409,15742297,Ramesh Singh,715,France,Male,35,2,141005.47,1,1,1,60407.93,0
7410,15688059,Nitin Bajpai,807,Germany,Female,42,9,105356.09,2,1,1,130489.37,0
7411,15752344,Vikram Bajpai,714,Spain,Male,34,5,0.0,2,1,0,193040.32,0
7412,15698749,Rohit Kumar,626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0
7413,15631693,Kavita Reddy,697,France,Male,36,7,0.0,2,1,1,74760.32,0
7414,15604536,Ramesh Nair,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0
7415,15802869,Ramesh Bajpai,737,Germany,Female,45,2,99169.67,2,1,1,78650.95,0
7416,15635598,Harish Patel,812,France,Male,29,6,0.0,2,0,0,168023.6,0
7417,15592326,Anjali Singh,583,France,Male,36,8,0.0,2,0,1,5571.59,0
7418,15736533,Deepak Iyer,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0
7419,15647191,Rahul Rao,677,France,Male,36,4,0.0,2,1,0,7824.31,0
7420,15622507,Deepak Patel,748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0
7421,15765487,Nitin Mehta,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0
7422,15646521,Ramesh Sharma,634,Spain,Female,36,1,0.0,1,1,1,143960.72,0
7423,15746258,Sanjay Rao,622,France,Male,29,7,101486.96,1,1,1,8788.35,0
7424,15692430,Ramesh Kumar,699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0
7425,15625501,Harish Chopra,570,Germany,Male,38,1,127201.58,1,1,0,147168.28,1
7426,15640521,Rohit Joshi,552,Germany,Male,33,3,144962.74,1,1,0,58844.84,1
7427,15790630,Shiva Singh,619,France,Female,48,4,0.0,1,0,0,18094.96,1
7428,15664720,Suresh Bajpai,714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0
7429,15750055,Kavita Bose,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
7430,15644878,Nitin Mehta,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0
7431,15754578,Anjali Reddy,606,France,Female,35,0,135984.15,2,1,0,186778.89,0
7432,15705379,Sunita Pandey,678,France,Male,38,3,0.0,2,1,0,66561.6,0
7433,15761047,Priya Rao,724,Germany,Male,31,2,160997.54,2,0,1,64831.36,0
7434,15671293,Amit Bajpai,779,Germany,Female,37,2,128389.63,1,1,1,6589.16,1
7435,15687527,Maharaj Singh,638,Spain,Male,35,1,0.0,2,1,0,165370.66,0
7436,15647898,Ramesh Verma,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1
7437,15671534,Neha Mehta,646,Germany,Female,57,6,90212.0,1,1,0,13911.27,1
7438,15591248,Neha Kumar,628,France,Female,29,9,71996.29,1,1,1,34857.46,0
7439,15676156,Anjali Mehta,528,France,Female,32,4,85615.66,2,1,0,156192.43,0
7440,15812918,Sunita Thakur,432,France,Female,27,6,62339.81,2,0,0,53874.67,0
7441,15604130,Neha Singh,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0
7442,15700549,Priya Reddy,721,France,Male,54,5,0.0,2,1,1,4493.12,0
7443,15715519,Maharaj Verma,614,Spain,Male,36,5,0.0,2,1,0,130610.78,0
7444,15707042,Pooja Bose,634,France,Female,24,2,87413.19,1,1,0,63340.65,0
7445,15605276,Anurag Bajpai,742,France,Female,29,4,0.0,2,1,1,180066.59,0
7446,15630592,Pooja Pandey,516,France,Female,45,4,0.0,1,1,0,95273.73,1
7447,15636626,Priya Nair,718,France,Male,35,3,97560.16,1,1,1,53511.74,0
7448,15740411,Sanjay Verma,636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0
7449,15593834,Neha Das,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1
7450,15804235,Maharaj Sharma,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
7451,15679801,Sanjay Patel,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0
7452,15673907,Priya Mehta,659,France,Male,20,8,0.0,2,0,0,112572.02,0
7453,15636562,Rohit Nair,573,Spain,Male,44,8,0.0,2,0,0,62424.46,0
7454,15702571,Maharaj Kumar,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1
7455,15627365,Anjali Bose,732,France,Male,46,0,0.0,2,1,1,184350.78,0
7456,15748499,Neha Bajpai,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
7457,15598614,Priya Joshi,790,Spain,Male,20,8,0.0,2,1,0,168152.76,0
